web_scraper_order,web_scraper_start_url,date,open,high,low,close_close_price_adjusted_for_splits,adj_close_adjusted_close_price_adjusted_for_splits_and_dividend_andor_capital_gain_distributions,volume
"1767779644-269","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Nov 1, 2024","670.00","670.00","650.00","660.00","650.90","20,200"
"1767779644-270","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Oct 31, 2024","660.00","670.00","650.00","670.00","660.77","30,600"
"1767779644-271","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Oct 30, 2024","655.00","660.00","650.00","660.00","650.90","49,300"
"1767779644-272","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Oct 29, 2024","670.00","670.00","655.00","655.00","645.97","20,500"
"1767779644-273","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Oct 28, 2024","670.00","670.00","650.00","660.00","650.90","110,500"
"1767779644-274","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Oct 25, 2024","695.00","695.00","670.00","670.00","660.77","40,800"
"1767779644-275","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Oct 24, 2024","700.00","715.00","655.00","690.00","680.49","41,900"
"1767779644-276","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Oct 23, 2024","715.00","745.00","700.00","700.00","690.35","285,100"
"1767779644-277","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Oct 22, 2024","850.00","875.00","690.00","700.00","690.35","1,097,500"
"1767779644-278","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Oct 21, 2024","720.00","850.00","715.00","845.00","833.35","1,539,800"
"1767779644-279","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Oct 18, 2024","690.00","770.00","680.00","680.00","670.63","73,200"
"1767779644-280","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Oct 17, 2024","675.00","850.00","640.00","700.00","690.35","241,500"
"1767779644-281","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Oct 16, 2024","680.00","690.00","665.00","680.00","670.63","25,900"
"1767779644-282","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Oct 15, 2024","660.00","705.00","660.00","680.00","670.63","22,800"
"1767779644-283","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Oct 14, 2024","665.00","665.00","655.00","655.00","645.97","11,000"
"1767779644-284","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Oct 11, 2024","660.00","660.00","660.00","660.00","650.90","1,700"
"1767779644-285","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Oct 10, 2024","660.00","700.00","655.00","655.00","645.97","9,500"
"1767779644-286","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Oct 9, 2024","690.00","690.00","655.00","660.00","650.90","8,100"
"1767779644-287","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Oct 8, 2024","670.00","675.00","625.00","650.00","641.04","26,600"
"1767779644-288","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Oct 7, 2024","670.00","715.00","655.00","655.00","645.97","3,000"
"1767779644-289","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Oct 4, 2024","675.00","715.00","625.00","655.00","645.97","29,400"
"1767779644-290","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Oct 3, 2024","645.00","650.00","645.00","650.00","641.04","1,400"
"1767779644-291","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Oct 2, 2024","665.00","665.00","650.00","650.00","641.04","15,600"
"1767779644-292","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Oct 1, 2024","665.00","715.00","660.00","670.00","660.77","18,500"
"1767779644-293","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Sep 30, 2024","670.00","670.00","660.00","670.00","660.77","3,400"
"1767779644-294","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Sep 27, 2024","665.00","665.00","665.00","665.00","655.84","1,000"
"1767779644-295","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Sep 26, 2024","665.00","680.00","665.00","665.00","655.84","3,700"
"1767779644-296","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Sep 25, 2024","670.00","670.00","665.00","665.00","655.84","2,100"
"1767779644-297","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Sep 24, 2024","670.00","715.00","655.00","670.00","660.77","13,300"
"1767779644-298","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Sep 23, 2024","655.00","665.00","655.00","665.00","655.84","3,600"
"1767779644-299","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Sep 20, 2024","665.00","670.00","655.00","670.00","660.77","20,000"
"1767779644-300","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Sep 19, 2024","660.00","675.00","660.00","675.00","665.70","1,400"
"1767779644-301","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Sep 18, 2024","675.00","680.00","655.00","675.00","665.70","3,400"
"1767779644-302","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Sep 17, 2024","695.00","695.00","685.00","685.00","675.56","5,700"
"1767779644-303","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Sep 13, 2024","695.00","695.00","655.00","680.00","670.63","8,700"
"1767779644-304","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Sep 12, 2024","675.00","695.00","650.00","695.00","685.42","5,200"
"1767779644-305","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Sep 11, 2024","675.00","690.00","665.00","675.00","665.70","7,600"
"1767779644-306","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Sep 10, 2024","675.00","675.00","665.00","675.00","665.70","31,300"
"1767779644-307","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Sep 9, 2024","670.00","725.00","670.00","675.00","665.70","56,100"
"1767779644-308","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Sep 6, 2024","655.00","670.00","640.00","670.00","660.77","47,300"
"1767779644-309","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Sep 5, 2024","635.00","680.00","630.00","665.00","655.84","31,600"
"1767779644-310","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Sep 4, 2024","655.00","655.00","630.00","635.00","626.25","21,800"
"1767779644-311","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Sep 3, 2024","660.00","660.00","635.00","635.00","626.25","3,800"
"1767779644-312","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Sep 2, 2024","645.00","645.00","630.00","640.00","631.18","67,100"
"1767779644-313","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Aug 30, 2024","655.00","655.00","645.00","650.00","641.04","9,000"
"1767779644-314","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Aug 29, 2024","660.00","670.00","645.00","655.00","645.97","60,900"
"1767779644-315","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Aug 28, 2024","640.00","690.00","640.00","660.00","650.90","8,500"
"1767779644-316","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Aug 27, 2024","635.00","685.00","635.00","640.00","631.18","11,900"
"1767779644-317","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Aug 26, 2024","660.00","680.00","635.00","635.00","626.25","11,600"
"1767779644-318","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Aug 23, 2024","650.00","670.00","635.00","655.00","645.97","72,400"
"1767779644-319","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Aug 22, 2024","640.00","700.00","630.00","635.00","626.25","16,100"
"1767779644-320","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Aug 21, 2024","675.00","675.00","640.00","640.00","631.18","8,600"
"1767779644-321","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Aug 20, 2024","640.00","665.00","620.00","645.00","636.11","53,900"
"1767779644-322","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Aug 19, 2024","640.00","670.00","605.00","620.00","611.46","97,500"
"1767779644-323","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Aug 16, 2024","620.00","675.00","615.00","620.00","611.46","18,700"
"1767779644-324","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Aug 15, 2024","620.00","620.00","610.00","615.00","606.52","5,500"
"1767779644-325","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Aug 14, 2024","620.00","620.00","620.00","620.00","611.46","700"
"1767779644-326","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Aug 13, 2024","620.00","665.00","605.00","620.00","611.46","90,700"
"1767779644-327","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Aug 12, 2024","620.00","630.00","600.00","610.00","601.59","13,400"
"1767779644-328","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Aug 9, 2024","625.00","625.00","610.00","615.00","606.52","2,600"
"1767779644-329","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Aug 8, 2024","625.00","625.00","610.00","625.00","616.39","3,600"
"1767779644-330","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Aug 7, 2024","635.00","665.00","620.00","625.00","616.39","97,700"
"1767779644-331","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Aug 6, 2024","635.00","635.00","635.00","635.00","626.25","1,200"
"1767779644-332","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Aug 5, 2024","615.00","665.00","615.00","635.00","626.25","16,700"
"1767779644-333","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Aug 2, 2024","645.00","645.00","600.00","615.00","606.52","16,400"
"1767779644-334","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Aug 1, 2024","635.00","650.00","615.00","650.00","641.04","11,800"
"1767779644-335","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Jul 31, 2024","620.00","655.00","605.00","635.00","626.25","16,800"
"1767779644-336","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Jul 30, 2024","625.00","625.00","600.00","615.00","606.52","4,000"
"1767779644-337","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Jul 29, 2024","635.00","660.00","605.00","610.00","601.59","27,500"
"1767779644-338","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Jul 26, 2024","625.00","665.00","605.00","610.00","601.59","31,200"
"1767779644-339","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Jul 25, 2024","630.00","630.00","605.00","625.00","616.39","5,200"
"1767779644-340","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Jul 24, 2024","640.00","640.00","615.00","625.00","616.39","900"
"1767779644-341","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Jul 23, 2024","640.00","655.00","605.00","615.00","606.52","15,300"
"1767779644-342","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Jul 22, 2024","615.00","660.00","605.00","640.00","631.18","14,200"
"1767779644-343","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Jul 19, 2024","635.00","670.00","590.00","610.00","601.59","40,700"
"1767779644-344","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Jul 18, 2024","620.00","635.00","595.00","605.00","596.66","14,700"
"1767779644-345","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Jul 17, 2024","635.00","635.00","595.00","615.00","606.52","13,700"
"1767779644-346","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Jul 16, 2024","620.00","660.00","605.00","605.00","596.66","11,200"
"1767779644-347","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Jul 15, 2024","620.00","620.00","620.00","620.00","611.46","100"
"1767779644-348","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Jul 12, 2024","605.00","635.00","585.00","605.00","596.66","12,100"
"1767779644-349","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Jul 11, 2024","620.00","620.00","605.00","605.00","596.66","300"
"1767779644-350","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Jul 10, 2024","615.00","650.00","600.00","610.00","601.59","10,700"
"1767779644-351","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Jul 9, 2024","615.00","620.00","580.00","605.00","596.66","10,700"
"1767779644-352","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Jul 8, 2024","630.00","630.00","585.00","590.00","581.87","54,300"
"1767779644-353","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Jul 5, 2024","590.00","635.00","590.00","605.00","596.66","9,800"
"1767779644-354","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Jul 4, 2024","595.00","610.00","595.00","610.00","601.59","2,100"
"1767779644-355","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Jul 3, 2024","610.00","640.00","585.00","610.00","601.59","15,700"
"1767779644-356","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Jul 2, 2024","640.00","645.00","610.00","630.00","621.32","9,000"
"1767779644-357","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Jul 1, 2024","615.00","640.00","590.00","610.00","601.59","6,900"
"1767779644-358","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Jun 28, 2024","620.00","675.00","585.00","615.00","606.52","53,400"
"1767779644-359","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Jun 27, 2024","615.00","670.00","600.00","615.00","606.52","14,800"
"1767779644-360","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Jun 26, 2024","615.00","665.00","605.00","615.00","606.52","25,600"
"1767779644-361","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Jun 25, 2024","620.00","685.00","570.00","615.00","606.52","78,400"
"1767779644-362","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Jun 24, 2024","605.00","680.00","605.00","620.00","611.46","25,500"
"1767779644-363","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Jun 21, 2024","630.00","670.00","600.00","620.00","611.46","12,900"
"1767779644-364","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Jun 20, 2024","595.00","655.00","595.00","635.00","626.25","11,600"
"1767779644-365","https://finance.yahoo.com/quote/AKPI.JK/history/?period1=1718582400&period2=1766016000","Jun 19, 2024","600.00","705.00","590.00","595.00","586.80","19,000"
